🕘️更新时间,#genre#
CCTV-10,http://115.48.161.129:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://60.168.244.54:8888/rtp/238.1.78.241:7800
CCTV-11,http://106.53.99.30/tv/jzb.php?id=cctv11
CCTV-11,http://222.185.98.96:888/rtp/239.49.1.11:6000
CCTV-11,http://222.185.98.96:888/rtp/239.49.0.11:8080
CCTV-11,http://221.193.168.209:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://125.43.244.1:9901/tsfile/live/0011_1.m3u8
CCTV-11,https://mursor.ottiptv.cc/migu/667987558.m3u8?migutoken=587e34f2de0d66854063a8c9fae76622075a5bcc43c579dbe757856f68db2f419adf3011831b949ec241fe2651c2c55134cc70fb98d73a9eafdd66b8e38066d946064ad10803234aa73916f3b5
CCTV-11,http://123.52.14.64:9901/tsfile/live/0011_1.m3u8
CCTV-11,http://221.193.168.199:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://115.48.161.129:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://125.125.234.156:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV-11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-11,http://60.168.244.54:8888/rtp/238.1.78.206:7502
CCTV-11,http://221.193.168.243:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://101.66.195.105:9901/tsfile/live/0011_1.m3u8
CCTV-12,http://120.197.253.254:1818/rtp/239.20.0.201:2200
CCTV-12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://1b6467f415.iok.la:9931/tsfile/live/1032_1.m3u8
CCTV-12,http://116.233.38.0:8888/rtp/239.45.3.10:5140
CCTV-12,https://mursor.ottiptv.cc/migu/673168185.m3u8?migutoken=755bd3fa5b2ce9707adccd8c24fd3bc5ce5c7ef22bf9f63a9d804d49fc5df0c9a59521dd3441e83f55cf59774cd0fbec564ef7af2593076793b3a4eff1a4c717cf022f47fad2c4ce82074df6a3
CCTV-12,http://125.42.151.151:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://221.193.168.209:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://115.48.161.129:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://222.185.98.96:888/rtp/239.49.1.12:6000
CCTV-12,http://106.53.99.30/tv/jzb.php?id=cctv12
CCTV-12,http://221.193.168.16:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://125.42.151.219:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://114.222.251.120:4023/rtp/239.49.8.55:9822
CCTV-12,http://123.52.14.64:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://222.185.98.96:888/rtp/239.49.0.12:8088
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV-13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV-13,http://120.197.253.254:1818/rtp/239.21.0.88:3692
CCTV-13,http://106.53.99.30/tv/jzb.php?id=cctv13
CCTV-13,http://125.42.151.151:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://221.193.168.209:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://222.185.98.96:888/rtp/239.49.1.13:6000
CCTV-13,https://mursor.ottiptv.cc/migu/608807423.m3u8?migutoken=690494edbd75119662038e6b3a1a78e267c90630a65cd80dfbcf4e51d46eff406e59132481c1a176cfa1ccaedb8962a365b75dd675921f499a7bfd5a50b29bb9d6a96ef0b28e2d2a6e965b0932
CCTV-13,http://125.42.151.219:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://123.52.14.64:9901/tsfile/live/0013_1.m3u8
CCTV-13,http://221.193.168.243:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://115.48.161.129:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://222.185.98.96:888/rtp/239.49.0.13:8096
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,https://mursor.ottiptv.cc/migu/624878440.m3u8?migutoken=3e154d762265f10c41565772c3aa1c351fd2bd2ee4221a5e20f96254ccf7c4cc6eb5b49283f1f9c3cf6037f238b0bf85295fe3b05c13479d4f69316cb366b5130505640c691c1bb73cce3576f5
CCTV-14,http://125.42.151.151:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://60.29.124.66:6080/hls/25/index.m3u8
CCTV-14,http://58.17.48.228:808/hls/14/index.m3u8
CCTV-14,http://221.193.168.199:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://221.193.168.16:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://123.52.14.64:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://125.42.151.219:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://106.53.99.30/tv/jzb.php?id=cctv14
CCTV-14,http://123.174.106.183:8888/rtp/239.1.1.21:8021
CCTV-14,http://221.193.168.243:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://222.185.98.96:888/rtp/239.49.0.14:8104
CCTV-14,http://220.169.100.41:10087/rtp/239.76.253.164:9000
CCTV-14,http://222.185.98.96:888/rtp/239.49.1.14:6000
CCTV-15,http://125.42.151.151:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://221.193.168.209:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,https://mursor.ottiptv.cc/migu/673168223.m3u8?migutoken=2f274aa3da75d0389c03844d4cdeb0279d4d9998fce2f61ca4397c6fd20f1aaf9b9c01db8c1b02cd7d778f39bcc4b6a170bd454f68ee251da0fc1f4f42887124ed94e5bd133c0896773eba6fa0
CCTV-15,http://221.193.168.199:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://221.193.168.16:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://221.193.168.243:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://106.53.99.30/tv/jzb.php?id=cctv15
CCTV-15,http://123.52.14.64:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-15,http://60.168.244.54:8888/rtp/238.1.78.222:7648
CCTV-15,http://222.185.98.96:888/rtp/239.49.1.15:6000
CCTV-15,http://101.66.195.105:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://222.185.98.96:888/rtp/239.49.0.15:8112
CCTV-15,http://183.11.239.36:808/hls/102/index.m3u8
CCTV-15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8
CCTV-16,http://1b6467f415.iok.la:9931/tsfile/live/1094_1.m3u8
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16,http://123.174.106.183:8888/rtp/239.1.1.122:8122
CCTV-16,http://114.222.251.120:4023/rtp/239.49.8.31:8000
CCTV-16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV-16,http://36.105.100.208:35455/gaoma/cctv16.m3u8
CCTV-17,http://222.185.98.96:888/rtp/239.49.0.7:8048
CCTV-17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CCTV-17,http://106.53.99.30/tv/jzb.php?id=cctv17
CCTV-17,https://mursor.ottiptv.cc/migu/673168256.m3u8?migutoken=c56579303d3e7a0fe2fba894646a4eccf65cec8dcee592e7fd3920835b44e17e46c45959c69c2b02ed702b72ac5941d32522580a916b025a76f14edf29c3ef1e02342532f4f843fa7c2d8a1f3b
CCTV-17,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8
CCTV-17,http://113.57.111.4:1111/tsfile/live/1014_1.m3u8
CCTV-17,http://60.168.244.54:8888/rtp/238.1.78.178:7296
CCTV-17,http://222.185.98.96:888/rtp/239.49.1.7:6000
CCTV-17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
CCTV-17,http://36.105.100.208:35455/gaoma/cctv17.m3u8
CETV-1,https://mursor.ottiptv.cc/migu/923287154.m3u8?migutoken=d68c6689cdf11b614a5ddc97c24b023f3e9789bab7bdaed7463112965e3abadff2017a62ceded73148837cdd2810c5da296606370aad158ab952f12d730eb7a4a9d415bd18fe0470311fc3fe89
CETV-2,https://mursor.ottiptv.cc/migu/923287211.m3u8?migutoken=743d6b05ce8974cc0deb4ee063aed2d196c77ff6e345730b203a988660bd6124a9346a0ac8e995b42852fde5dd58f46ac3735577bd8ce85d6ed004f6660837419d8f5f195135cbb4780bd3279d
CETV-4,https://mursor.ottiptv.cc/migu/923287339.m3u8?migutoken=3ff724f486c4c8c5c712e5d5d16ca30e0ecd6545b3f3697106a3744a93102ba16c3686aabf9318ee4cfdeb0f725be85fec03428f12c47a2ab54c31dd6ea25e3f27f8c6c28ec5d2b643401f979e

💰央视付费频道,#genre#
风云音乐,http://221.193.168.209:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://221.193.168.199:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://123.174.106.183:8888/rtp/239.1.1.96:8096
风云音乐,http://221.193.168.243:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://221.193.168.209:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://221.193.168.16:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://221.193.168.199:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://120.197.253.254:1818/rtp/239.21.0.76:3644
风云剧场,http://221.193.168.209:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://221.193.168.16:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://221.193.168.243:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://221.193.168.199:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://123.174.106.183:8888/rtp/239.1.1.95:8095
怀旧剧场,http://221.193.168.16:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://221.193.168.199:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://221.193.168.243:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://221.193.168.199:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://221.193.168.16:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
电视指南,http://221.193.168.209:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
电视指南,http://221.193.168.16:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
电视指南,http://221.193.168.199:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
电视指南,http://221.193.168.243:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://221.193.168.209:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://221.193.168.16:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://123.174.106.183:8888/rtp/239.1.1.99:8099
世界地理,http://221.193.168.199:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://221.193.168.243:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0

📡卫视频道,#genre#
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
广东卫视,http://222.185.98.96:888/rtp/239.49.0.55:8432
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8
广东卫视,http://222.185.98.96:888/rtp/239.49.1.39:6000
广东卫视,https://mursor.ottiptv.cc/migu/608831231.m3u8?migutoken=5b76a0df7f00533b420974145e88cb7cac1549f592af5126cdea773aa0bc30d2ea43a28ca263813387a83496fd0802ff12bdee6127631a7068d827a3aaff56bd65062d63fad3ba14074557b991
